Series_Complete_18PlusPop_Pct,SVI_CTGY,per_gop,life_expectancy,per_foodinsecurity,med_household_income,per_rural,per_65andover,per_18andyounger,per_broadband,per_BIPOC,per_uninsured,primarycarephysicians_ratio,per_flushotvaccine,per_somecollege,per_unemployed,per_poverty
0.547,D,0.7143893591293833,72.2,0.16,51672,0.522,0.157,0.258,0.64,0.022,0.07,3579,0.39,0.36,0.04,0.152
0.732,B,0.43338267545853626,79.1,0.12,67264,0.022,0.134,0.255,0.85,0.124,0.1,900,0.62,0.73,0.033,0.102
0.616,B,0.7554684392932219,75,0.13,57945,0.8590000000000001,0.221,0.205,0.79,0.008,0.07,2228,0.5,0.64,0.047,0.118
0.5920000000000001,D,0.5065893322565251,74.6,0.18,49251,0.426,0.163,0.237,0.77,0.449,0.14,2105,0.37,0.64,0.053,0.172
0.517,B,0.7573791761271489,80.3,0.12,57324,1,0.207,0.256,0.74,0.016,0.1,2855,0.43,0.63,0.031,0.087
0.499,C,0.8633911934882809,79.2,0.15,52632,0.813,0.237,0.233,0.76,0.066,0.17,1547,0.39,0.51,0.03,0.11
0.422,A,0.7411221590909091,76.7,0.12,53145,0.49,0.23,0.191,0.72,0.011,0.07,2799,0.48,0.54,0.063,0.13699999999999998
0.616,D,0.5497974867587496,73.6,0.2,46393,0.564,0.211,0.223,0.67,0.403,0.08,1967,0.5,0.56,0.052,0.173
0.583,A,0.7111501448753171,77,0.11,59368,0.326,0.206,0.199,0.79,0.034,0.11,1459,0.56,0.58,0.032,0.105
0.61,D,0.5486505681818181,69.7,0.22,34289,0.69,0.241,0.205,0.57,0.405,0.09,2300,0.27,0.48,0.043,0.255
0.519,D,0.8249324216886628,75,0.16,44874,0.7040000000000001,0.171,0.248,0.62,0.057,0.16,2240,0.4,0.42,0.02799999999999999,0.161
0.4920000000000001,B,0.6645047169811321,79.9,0.09,55476,0.895,0.25,0.182,0.75,0.029,0.09,3466,0.52,0.46,0.04099999999999999,0.124
0.649,C,0.688192228271072,75.8,0.11,52715,0.479,0.21600000000000005,0.225,0.79,0.013,0.06,1429,0.59,0.59,0.027,0.132
0.5,A,0.7317700886474121,78.5,0.11,66335,0.304,0.162,0.21600000000000005,0.82,0.018,0.05,5405,0.53,0.59,0.04099999999999999,0.078
0.787,A,0.4853025936599424,80.4,0.11,75714,0.547,0.297,0.182,0.86,0.129,0.08,999,0.55,0.68,0.034,0.087
0.741,C,0.29241127041290116,80.6,0.09,79475,0.035,0.156,0.212,0.83,0.203,0.09,999,0.53,0.66,0.032,0.119
0.5,D,0.8850299401197604,77.5,0.17,46876,1,0.29100000000000004,0.204,0.72,0.019,0.27,2461,0.19,0.54,0.033,0.132
0.493,A,0.8507025761124122,78.8,0.09,61518,0.599,0.173,0.29,0.87,0.011,0.1,2353,0.36,0.64,0.027,0.101
0.493,C,0.7241463216805905,77.7,0.15,47343,1,0.21600000000000005,0.223,0.7,0.015,0.08,3890,0.35,0.51,0.04,0.146
0.568,C,0.6697419128809996,75.7,0.16,44170,0.523,0.195,0.239,0.75,0.066,0.11,1664,0.36,0.62,0.04,0.158
0.665,A,0.6288758366343395,80.1,0.08,70023,0.807,0.19,0.232,0.8,0.01,0.05,5128,0.33,0.69,0.03,0.078
0.446,D,0.7170781893004116,75,0.2,35484,0.742,0.184,0.253,0.52,0.321,0.1,2240,0.26,0.35,0.07200000000000001,0.258
0.878,A,0.40993770035686206,81.2,0.1,81721,0.245,0.21,0.173,0.86,0.053,0.04,1402,0.59,0.75,0.032,0.07
0.366,C,0.3683372650042694,77.8,0.12,62915,0.158,0.119,0.257,0.8,0.4890000000000001,0.15,2742,0.45,0.63,0.035,0.109
0.5760000000000001,D,0.5128362609016092,74.4,0.18,37533,0.853,0.175,0.249,0.61,0.443,0.17,1908,0.41,0.49,0.05599999999999999,0.227
0.5539999999999999,C,0.7206601466992665,76.1,0.13,46021,0.237,0.16,0.247,0.78,0.044,0.15,1612,0.52,0.6,0.03,0.188
0.711,D,0.5957947855340623,73.7,0.2,33661,0.34,0.374,0.158,0.62,0.038,0.11,2194,0.18,0.46,0.068,0.276
0.491,C,0.7027657447517495,78.2,0.16,45464,0.514,0.211,0.161,0.73,0.177,0.08,898,0.18,0.53,0.062,0.192
0.54,B,0.7404210764615994,79.2,0.12,65191,0.375,0.168,0.24,0.86,0.14200000000000002,0.15,3204,0.48,0.63,0.031,0.08199999999999999
0.529,D,0.7763324299909665,75.5,0.19,37433,1,0.174,0.17800000000000002,0.7,0.051,0.07,4448,0.32,0.4,0.054,0.265
0.555,D,0.5519148936170213,73.8,0.2,37198,0.7979999999999999,0.217,0.222,0.65,0.416,0.08,6654,0.39,0.4,0.059,0.244
0.466,A,0.8109383061841232,76.4,0.12,56824,0.6629999999999999,0.199,0.236,0.79,0.00999999999999999,0.09,2053,0.45,0.55,0.037,0.121
0.4920000000000001,C,0.5762092238470191,74.3,0.22,40005,0.79,0.211,0.211,0.4,0.42,0.14,2341,0.36,0.39,0.049,0.233
0.515,C,0.807002561912895,79.5,0.12,63232,0.27399999999999997,0.159,0.254,0.8,0.023,0.1,4396,0.38,0.49,0.034,0.122
0.622,B,0.7248402215594376,75.4,0.14,55267,0.591,0.18899999999999997,0.222,0.77,0.038,0.07,4355,0.45,0.58,0.046,0.138
0.5,D,0.7215085444902769,79.7,0.15,41430,0.478,0.174,0.255,0.59,0.08,0.19,9082,0.38,0.26,0.05,0.221
0.523,A,0.778781854328574,82.6,0.09,68236,0.511,0.204,0.241,0.87,0.007,0.07,1160,0.54,0.71,0.03,0.065
0.451,B,0.8137980693503747,75.5,0.14,65403,0.728,0.16899999999999998,0.225,0.78,0.1,0.12,5913,0.43,0.56,0.027,0.112
0.495,D,0.6364667624593511,74.4,0.18,39531,0.8059999999999999,0.206,0.207,0.67,0.33899999999999997,0.16,2929,0.46,0.5,0.049,0.223
0.618,B,0.3494956532754826,80.5,0.14,53113,0.212,0.136,0.156,0.85,0.03900000000000001,0.1,1689,0.55,0.79,0.033,0.208
0.35200000000000004,B,0.8017973040439341,78.7,0.14,43183,1,0.195,0.257,0.62,0.005,0.15,1533,0.49,0.52,0.044,0.208
0.561,A,0.7805010893246187,83.3,0.1,56239,1,0.257,0.21600000000000005,0.79,0.007,0.11,3262,0.62,0.75,0.02799999999999999,0.103
0.667,B,0.6949613213464353,78,0.06,59153,0.621,0.215,0.23,0.7,0.03,0.11,2133,0.4,0.54,0.033,0.117
0.529,C,0.8417721518987342,77,0.16,40057,1,0.232,0.215,0.67,0.061,0.26,784,0.34,0.49,0.03,0.192
0.478,C,0.7410494752623689,76.6,0.16,51875,0.752,0.17,0.235,0.74,0.01,0.08,4504,0.46,0.53,0.052,0.15
0.7709999999999999,D,0.28244358631796634,82.7,0.11,76509,0.098,0.14,0.26,0.84,0.057,0.12,1590,0.45,0.47,0.062,0.126
0.473,C,0.7982758620689655,75.7,0.12,61396,0.27899999999999997,0.136,0.28800000000000003,0.72,0.057,0.19,5860,0.26,0.44,0.023,0.124
0.544,D,0.2686174103877103,71.2,0.23,33930,1,0.198,0.22,0.53,0.721,0.12,9974,0.38,0.36,0.057,0.266
0.615,C,0.7011415329156295,75.7,0.16,49762,0.345,0.3670000000000001,0.147,0.82,0.033,0.15,1972,0.47,0.47,0.048,0.152
0.615,D,0.3032233810026488,75.5,0.17,50753,0.00699999999999999,0.158,0.236,0.75,0.387,0.07,1381,0.45,0.61,0.051,0.198
0.5820000000000001,D,0.4292722812755519,75.3,0.14,49611,0.32,0.16899999999999998,0.238,0.75,0.479,0.13,2010,0.46,0.62,0.034,0.17800000000000002
0.5770000000000001,D,0.5575942139322421,74.6,0.21,43822,0.76,0.205,0.213,0.57,0.453,0.13,1840,0.3,0.41,0.05799999999999999,0.184
0.857,A,0.2207110938410725,103,0.1,77209,1,0.155,0.173,0.85,0.02,0.12,1170,0.39,0.81,0.02799999999999999,0.099
0.446,D,0.6607415748411486,76.2,0.14,46499,0.7859999999999999,0.224,0.198,0.69,0.27699999999999997,0.14,1888,0.35,0.55,0.034,0.14800000000000002
0.459,B,0.714368023046453,77.2,0.16,58233,0.42,0.16,0.232,0.81,0.205,0.1,2139,0.42,0.6,0.027,0.121
0.55,D,0.5054286783976039,74,0.17,42632,0.75,0.16,0.257,0.72,0.469,0.14,2803,0.32,0.45,0.051,0.236
0.511,D,0.6550576392271472,74.9,0.16,50803,0.454,0.152,0.249,0.75,0.305,0.14,991,0.56,0.66,0.044,0.146
0.525,B,0.5345798150381986,77,0.11,54885,0.7879999999999999,0.256,0.191,0.75,0.264,0.13,5943,0.42,0.55,0.035,0.159
0.439,D,0.8192114542151939,74.1,0.15,43448,0.759,0.179,0.249,0.72,0.022,0.12,2430,0.49,0.46,0.04099999999999999,0.16699999999999998
0.469,D,0.6286814680561849,73.3,0.19,36276,0.335,0.17800000000000002,0.237,0.64,0.401,0.09,3914,0.41,0.43,0.065,0.275
0.5479999999999999,C,0.8164978747966626,74.9,0.15,47826,0.433,0.203,0.23,0.77,0.081,0.17,2163,0.41,0.48,0.043,0.14800000000000002
0.6920000000000001,D,0.5690208667736758,75.7,0.18,43112,1,0.226,0.17,0.56,0.27,0.17,5230,0.51,0.51,0.086,0.192
0.862,D,0.4705848787446505,78.4,0.22,32516,0.237,0.114,0.326,0.56,0.005,0.3,4609,0.27,0.37,0.098,0.325
0.494,C,0.8669284467713787,75.3,0.18,44757,0.4429999999999999,0.297,0.18,0.7,0.022,0.21,1091,0.3,0.48,0.031,0.17
0.469,D,0.7109288216696573,70.9,0.19,41795,0.7390000000000001,0.161,0.27699999999999997,0.66,0.387,0.17,1713,0.23,0.51,0.059,0.217
0.617,B,0.5674289202451107,75.3,0.14,52822,0.083,0.171,0.208,0.83,0.239,0.13,1390,0.39,0.67,0.032,0.155
0.42,D,0.7720693170234455,75.1,0.16,47111,0.6940000000000001,0.152,0.224,0.71,0.246,0.09,8535,0.33,0.4,0.057,0.21600000000000005
0.481,D,0.7949367088607595,77.3,0.1,81239,0.39,0.16,0.262,0.86,0.066,0.12,5575,0.16,0.47,0.032,0.109
0.473,D,0.7014543754983091,73.9,0.17,41986,0.562,0.237,0.212,0.72,0.167,0.18,2392,0.41,0.4,0.043,0.224
0.6809999999999999,C,0.7268386870282605,79.9,0.15,62606,0.504,0.14400000000000002,0.247,0.83,0.211,0.13,781,0.52,0.67,0.042,0.16
0.248,D,0.6569533949752498,76.3,0.17,42603,0.624,0.185,0.248,0.7,0.3,0.21,1904,0.42,0.47,0.034,0.217
0.629,B,0.6352274946299551,75.4,0.16,43605,0.589,0.301,0.166,0.79,0.019,0.08,2090,0.31,0.53,0.06,0.142
0.5329999999999999,C,0.4168233623700065,78,0.18,43621,0.4320000000000001,0.136,0.14400000000000002,0.76,0.032,0.09,1371,0.49,0.65,0.053,0.266
0.722,C,0.43291410035206257,82.6,0.12,66621,0.01,0.244,0.19,0.85,0.194,0.18,1262,0.52,0.65,0.033,0.114
0.57,C,0.5299607989546388,78.5,0.14,47759,0.731,0.199,0.16399999999999998,0.71,0.112,0.17,1083,0.47,0.67,0.04099999999999999,0.193
0.612,D,0.7039274924471299,70.3,0.24,32773,1,0.199,0.231,0.61,0.008,0.07,7177,0.36,0.3,0.071,0.301
0.514,A,0.4205864386072083,82.7,0.08,79900,1,0.213,0.151,0.84,0.024,0.07,9605,0.51,0.71,0.025,0.07400000000000001
0.465,A,0.7854120491638122,78.3,0.13,57425,0.586,0.259,0.203,0.71,0.017,0.12,2855,0.38,0.53,0.034,0.115
0.611,A,0.6808988764044944,80.3,0.09,55328,1,0.251,0.234,0.73,0.008,0.06,1891,0.23,0.7,0.038,0.101
0.621,B,0.7121597684344653,79.7,0.13,88833,0.227,0.134,0.261,0.9,0.064,0.18,1674,0.5,0.66,0.034,0.08900000000000001
0.619,C,0.6326746244788395,77.6,0.13,50783,0.618,0.197,0.21899999999999997,0.72,0.049,0.06,2328,0.47,0.56,0.051,0.147
0.5,C,0.8110215232891317,75.4,0.15,56123,0.705,0.18600000000000003,0.212,0.72,0.076,0.2,5881,0.44,0.49,0.027,0.132
0.642,C,0.5831186213819642,78,0.13,50143,0.439,0.207,0.202,0.76,0.03,0.06,1802,0.53,0.58,0.047,0.163
0.637,B,0.5971664563496616,79.3,0.1,57935,0.574,0.225,0.211,0.79,0.013,0.07,1941,0.43,0.59,0.046,0.112
0.515,C,0.78834651746093,72.8,0.2,40686,0.589,0.21899999999999997,0.212,0.67,0.014,0.1,14847,0.33,0.51,0.049,0.187
0.447,A,0.5271623630075146,81.1,0.07,94563,0.182,0.187,0.23,0.9,0.252,0.11,908,0.52,0.77,0.03,0.054
0.6729999999999999,C,0.6220901436354631,76,0.15,48371,1,0.227,0.17,0.74,0.22200000000000003,0.08,1040,0.29,0.47,0.063,0.13699999999999998
0.6990000000000001,C,0.521768089615501,77.3,0.13,49156,0.662,0.242,0.161,0.78,0.013,0.09,854,0.41,0.53,0.032,0.139
0.419,A,0.8120989917506874,79.7,0.13,51478,0.471,0.271,0.205,0.82,0.017,0.1,1337,0.44,0.7,0.032,0.111
0.6809999999999999,D,0.5847922359370583,76.6,0.15,53372,0.27699999999999997,0.197,0.213,0.81,0.21700000000000003,0.12,1449,0.57,0.65,0.04099999999999999,0.138
0.5529999999999999,A,0.6536972566494917,79.7,0.1,67703,0.7709999999999999,0.18899999999999997,0.21899999999999997,0.8,0.012,0.06,2912,0.46,0.58,0.032,0.078
0.821,D,0.409839553792941,81.9,0.18,41656,0.051,0.113,0.321,0.68,0.009,0.32,2170,0.45,0.5,0.062,0.26899999999999996
0.652,A,0.5217962929545513,82.2,0.07,91535,0.061,0.166,0.235,0.9,0.14,0.07,762,0.57,0.79,0.027,0.051
0.639,B,0.54974690897021,77.2,0.14,50130,0.303,0.21,0.199,0.82,0.022,0.07,2598,0.5,0.67,0.047,0.134
0.669,C,0.6501088462299623,73.8,0.12,48964,1,0.231,0.197,0.71,0.168,0.11,4496,0.33,0.59,0.052,0.163
0.444,D,0.7807851041366733,72.5,0.2,38880,0.505,0.188,0.255,0.74,0.109,0.15,2675,0.36,0.47,0.055,0.267
0.423,C,0.8712438535785831,76.1,0.21,43778,1,0.31,0.181,0.75,0.078,0.19,3530,0.38,0.46,0.066,0.17600000000000002
0.586,D,0.4451371998218629,78.4,0.16,52961,0.254,0.139,0.212,0.81,0.35700000000000004,0.12,913,0.53,0.72,0.042,0.192
0.494,A,0.7795248078266946,82.1,0.07,68186,1,0.235,0.211,0.81,0.014,0.08,4767,0.36,0.72,0.031,0.093
0.242,D,0.5381294964028778,80.3,0.17,41547,1,0.237,0.185,0.64,0.42,0.16,1306,0.48,0.39,0.05,0.184
0.446,D,0.5752529510961214,74.2,0.19,39944,0.7120000000000001,0.208,0.22,0.65,0.45,0.12,3936,0.35,0.4,0.036,0.21600000000000005
0.564,D,0.4639148827073452,75.3,0.13,54179,0.23,0.156,0.237,0.78,0.205,0.11,2396,0.49,0.4,0.055,0.138
0.608,A,0.6241206030150753,80,0.09,50258,0.6609999999999999,0.22,0.218,0.77,0.019,0.05,2104,0.6,0.66,0.02799999999999999,0.102
0.5589999999999999,D,0.7539051538677392,74.5,0.13,51803,0.303,0.141,0.248,0.8,0.11,0.19,1708,0.52,0.65,0.025,0.158
0.621,D,0.5281614868774892,78.7,0.16,56776,0.155,0.116,0.305,0.78,0.04199999999999999,0.09,2353,0.43,0.48,0.096,0.18899999999999997
0.73,C,0.4921286557644025,76.1,0.14,56272,0.063,0.14,0.254,0.83,0.197,0.17,1181,0.5,0.63,0.031,0.149
0.6829999999999999,C,0.7426093113825456,74.3,0.17,42095,0.652,0.217,0.201,0.65,0.009,0.09,1816,0.46,0.53,0.054,0.196
0,C,0.48713622943905527,78.9,0.11,59605,0.464,0.234,0.207,0.8,0.14700000000000002,0.08,899,0.39,0.61,0.035,0.117
0.502,B,0.6977611940298507,77.5,0.13,49923,0.6409999999999999,0.197,0.218,0.76,0.059,0.13,2027,0.45,0.56,0.031,0.13
0.602,A,0.7273397199705232,78.6,0.09,50890,1,0.248,0.228,0.75,0.011,0.07,828,0.34,0.66,0.02899999999999999,0.151
0.584,C,0.586112107087367,76.2,0.12,51089,0.406,0.21,0.212,0.75,0.033,0.05,1548,0.51,0.61,0.039,0.15
0.55,B,0.716797262447927,77.5,0.12,57618,0.305,0.171,0.213,0.84,0.081,0.11,1125,0.5,0.69,0.02899999999999999,0.146
0.638,C,0.5043358560484176,80.5,0.13,57292,0.034,0.247,0.195,0.85,0.21,0.18,2699,0.45,0.56,0.039,0.105
0.22,D,0.6722451081359423,74.3,0.17,38618,0.6859999999999999,0.232,0.208,0.63,0.329,0.17,924,0.33,0.55,0.044,0.226
0.8490000000000001,C,0.2229073175477641,81.5,0.11,61791,0.252,0.253,0.17600000000000002,0.81,0.053,0.14,878,0.44,0.58,0.039,0.124
0.231,C,0.4400707977654455,76.3,0.14,58222,0.312,0.133,0.258,0.86,0.472,0.16,3777,0.49,0.56,0.039,0.112
0.645,D,0.6379050635355915,76,0.16,57302,0.197,0.153,0.264,0.72,0.027,0.18,3935,0.42,0.49,0.054,0.14400000000000002
0.762,A,0.6757241732889003,79.1,0.1,77905,0.304,0.165,0.233,0.85,0.033,0.07,1193,0.6,0.69,0.02799999999999999,0.052
0.589,C,0.4943828213879408,76.8,0.17,50521,0.648,0.322,0.153,0.82,0.038,0.11,3673,0.42,0.52,0.069,0.135
0.5579999999999999,C,0.7997289564824575,76.5,0.13,50929,0.847,0.205,0.208,0.72,0.038,0.15,3129,0.52,0.59,0.034,0.139
0.49,B,0.8380782918149466,80.2,0.11,67384,0.133,0.111,0.29,0.73,0.036,0.21,1871,0.27,0.49,0.025,0.08900000000000001
0.5479999999999999,A,0.685026449314477,78,0.1,69391,0.27899999999999997,0.162,0.234,0.85,0.085,0.1,2057,0.53,0.65,0.027,0.086
0.95,A,0.393007743617266,85.1,0.09,112482,0.392,0.134,0.24,0.93,0.017,0.09,777,0.56,0.75,0.024,0.047
0.5710000000000001,C,0.720827863155456,76.3,0.12,55336,0.498,0.168,0.261,0.76,0.012,0.12,6450,0.57,0.48,0.027,0.113
0.419,B,0.9012279765082756,76.2,0.14,54013,1,0.232,0.228,0.68,0.039,0.19,1976,0.43,0.62,0.025,0.13
0.557,B,0.796129541864139,79,0.17,55617,0.452,0.373,0.151,0.81,0.019,0.21,1273,0.43,0.48,0.034,0.108
0.657,B,0.6336314386447673,78.8,0.12,53167,0.604,0.201,0.213,0.78,0.019,0.05,1742,0.5,0.62,0.046,0.15
0.478,D,0.8284469096671949,71.4,0.18,41273,1,0.21,0.237,0.64,0.207,0.2,5520,0.33,0.49,0.039,0.181
0.604,B,0.6283168185143313,76.5,0.13,58415,0.441,0.193,0.221,0.79,0.035,0.07,2100,0.52,0.59,0.043,0.096
0.391,A,0.7914,83.1,0.11,78055,1,0.205,0.221,0.86,0.02,0.12,1963,0.43,0.6,0.044,0.07200000000000001
0.715,D,0.4197743148844707,73.2,0.12,37560,0.785,0.188,0.212,0.69,0.527,0.12,3225,0.29,0.4,0.027,0.232
0.565,C,0.8184938421158894,71.5,0.18,40528,0.675,0.21600000000000005,0.202,0.64,0.027,0.12,2236,0.48,0.37,0.045,0.228
0.593,B,0.6906077348066298,78.6,0.1,53447,0.607,0.194,0.191,0.78,0.069,0.06,1663,0.46,0.65,0.038,0.13
0.6579999999999999,C,0.5715356465764296,77.5,0.1,58419,0.175,0.154,0.259,0.78,0.077,0.08,1554,0.51,0.61,0.027,0.128
0.607,D,0.4910287983113033,76.1,0.15,51245,0.413,0.172,0.22,0.79,0.366,0.12,1586,0.45,0.6,0.046,0.14300000000000002
0.418,D,0.8484178291936033,74.8,0.2,35397,1,0.243,0.203,0.68,0.014,0.16,3281,0.16,0.44,0.048,0.206
0.763,C,0.24047915860789168,79.7,0.1,69375,0,0.151,0.21600000000000005,0.81,0.238,0.1,1055,0.48,0.71,0.038,0.13
0.495,B,0.7356868069699027,82.9,0.1,51746,0.784,0.221,0.239,0.72,0.01399999999999999,0.08,1171,0.18,0.57,0.044,0.118
0.547,A,0.7306496481754213,78.3,0.12,51771,0.778,0.238,0.211,0.74,0.019,0.1,5975,0.42,0.69,0.03,0.107
0.79,D,0.5563386899727469,78,0.16,44777,0.8,0.22,0.233,0.77,0.14200000000000002,0.14,1317,0.26,0.49,0.068,0.16399999999999998
0.5329999999999999,A,0.2791395835628512,79.9,0.1,61843,0.7559999999999999,0.242,0.179,0.83,0.012,0.05,1024,0.4,0.7,0.021,0.092
0.605,C,0.6621164136726002,77.6,0.12,53115,0.609,0.184,0.193,0.81,0.066,0.05,13537,0.47,0.54,0.047,0.132
0.636,D,0.7452727602247327,72.4,0.14,45386,0.393,0.212,0.207,0.76,0.081,0.07,1179,0.41,0.55,0.047,0.174
0.5329999999999999,D,0.638347260909935,75.5,0.2,42964,0.575,0.177,0.206,0.62,0.35700000000000004,0.1,1681,0.48,0.56,0.045,0.212
0.4429999999999999,D,0.656127000787195,73.8,0.14,47038,0.642,0.188,0.21899999999999997,0.73,0.252,0.14,1914,0.44,0.54,0.03,0.191
0.627,C,0.5397483557334859,78.7,0.13,49840,0.263,0.156,0.222,0.82,0.036,0.12,1758,0.55,0.69,0.034,0.151
0.557,D,0.6375796178343949,75.9,0.17,44171,0.43,0.126,0.21,0.63,0.094,0.18,4655,0.31,0.38,0.044,0.24
0.439,D,0.6329057445621863,73.4,0.19,43545,0.5870000000000001,0.163,0.221,0.72,0.35400000000000004,0.13,12913,0.47,0.34,0.054,0.193
0.664,C,0.5813972162740899,71.3,0.15,42125,0.21600000000000005,0.194,0.197,0.71,0.049,0.08,590,0.46,0.65,0.042,0.185
0.49700000000000005,C,0.8257550391749816,71.9,0.17,42500,0.55,0.21,0.203,0.63,0.009,0.13,2083,0.41,0.43,0.046,0.21899999999999997
0.6890000000000001,D,0.37752318603382434,79.5,0.18,40315,0.395,0.173,0.287,0.59,0.019,0.21,2577,0.41,0.36,0.025,0.253
0.555,B,0.7604973023692235,75.9,0.13,46299,0.44,0.21600000000000005,0.232,0.74,0.016,0.09,2182,0.35,0.64,0.032,0.135
0.459,B,0.781398506449423,80.6,0.15,49816,0.586,0.28,0.158,0.73,0.033,0.14,876,0.44,0.51,0.068,0.135
0.3,C,0.8286840509399637,75.1,0.16,37415,1,0.237,0.201,0.73,0.023,0.15,2085,0.3,0.46,0.037,0.217
0.453,D,0.8349433011339773,73.7,0.17,44007,1,0.181,0.229,0.64,0.163,0.11,3320,0.29,0.4,0.061,0.195
0.464,D,0.7869007172517931,75.9,0.16,46274,0.674,0.158,0.212,0.69,0.206,0.21,4807,0.43,0.39,0.043,0.17800000000000002
0.6779999999999999,A,0.6687157177983734,81.6,0.06,90904,0.414,0.184,0.22,0.84,0.007,0.04,2641,0.52,0.83,0.031,0.042
0.425,C,0.519237727656495,76,0.13,47090,1,0.239,0.187,0.69,0.403,0.14,4840,0.29,0.6,0.036,0.182
0.687,B,0.629559910606842,81.1,0.13,54756,0.08900000000000001,0.408,0.118,0.85,0.05900000000000001,0.16,1667,0.53,0.52,0.037,0.114
0.608,A,0.6516660518873725,78,0.09,66397,1,0.229,0.201,0.71,0.093,0.12,3324,0.58,0.54,0.022,0.093
0.682,A,0.49741462583101315,78.1,0.13,51136,0.83,0.227,0.177,0.78,0.01,0.11,934,0.43,0.63,0.038,0.126
0.614,B,0.653676617912242,79.5,0.09,57747,0.5710000000000001,0.195,0.215,0.77,0.032,0.06,1433,0.55,0.61,0.027,0.117
0.501,D,0.8797101449275362,71.7,0.24,30175,0.7859999999999999,0.156,0.21,0.69,0.041,0.08,2872,0.2,0.35,0.07,0.326
0.513,D,0.6335666704301682,75.3,0.16,45544,0.6,0.17,0.217,0.69,0.378,0.23,1947,0.47,0.55,0.04,0.214
0.6920000000000001,B,0.7223053892215568,75.5,0.14,39454,1,0.262,0.173,0.7,0.016,0.08,2104,0.32,0.43,0.057,0.161
0.522,A,0.7023483519062895,79.3,0.11,62764,0.242,0.194,0.226,0.84,0.018,0.12,1233,0.45,0.66,0.036,0.1
0.5489999999999999,B,0.6509721880383953,74.5,0.15,54048,0.215,0.199,0.227,0.79,0.081,0.08,1681,0.49,0.62,0.04,0.122
0.293,C,0.7582513222199907,76.4,0.13,52326,0.919,0.174,0.229,0.74,0.096,0.19,5930,0.49,0.5,0.03,0.156
0.604,B,0.6575393848462115,78,0.08,60544,1,0.194,0.21899999999999997,0.78,0.015,0.09,11169,0.53,0.53,0.031,0.092
0.742,D,0.4189127455459114,75.7,0.14,36554,0.441,0.198,0.204,0.38,0.051,0.07,2171,0.35,0.51,0.053,0.235
0.59,A,0.6712591756070017,80.7,0.08,83910,0.614,0.18600000000000003,0.243,0.83,0.024,0.07,1562,0.5,0.68,0.034,0.063
0.5379999999999999,B,0.7556124938994632,77,0.11,51333,0.518,0.225,0.202,0.78,0.008,0.06,2893,0.35,0.66,0.042,0.132
0.536,D,0.5655858874544201,75.5,0.17,38731,0.458,0.173,0.16899999999999998,0.74,0.414,0.07,2853,0.49,0.41,0.061,0.236
0.358,C,0.8355263157894737,76.7,0.19,36019,1,0.293,0.192,0.68,0.013,0.18,4509,0.37,0.49,0.05799999999999999,0.227
0.42,B,0.7929901423877328,80.3,0.16,51053,1,0.251,0.214,0.7,0.047,0.2,3839,0.11,0.61,0.02899999999999999,0.133
0.518,A,0.6513342444076818,80.6,0.06,95323,0.442,0.117,0.262,0.89,0.036,0.04,2596,0.49,0.72,0.035,0.055
0.825,A,0.2610649142402286,82.4,0.07,106543,0.03,0.157,0.196,0.9,0.057,0.03,793,0.58,0.82,0.023,0.069
0.445,D,0.5908267954133977,75.1,0.16,42331,0.789,0.195,0.212,0.71,0.41,0.16,6969,0.32,0.47,0.054,0.241
0.541,C,0.7339989759344598,79.6,0.11,56320,0.513,0.132,0.305,0.75,0.02899999999999999,0.19,2668,0.39,0.43,0.026,0.142
0.703,C,0.390110672817171,76.1,0.13,59025,0.01399999999999999,0.16699999999999998,0.22,0.83,0.222,0.07,1072,0.53,0.7,0.04,0.142
0.537,D,0.4630126485243388,73.8,0.23,34817,0.446,0.128,0.207,0.67,0.5690000000000001,0.14,4035,0.39,0.38,0.064,0.364
0.498,C,0.8075662042875158,74.9,0.14,43583,0.782,0.205,0.218,0.7,0.023,0.13,3012,0.52,0.48,0.037,0.16
0.7440000000000001,B,0.5483507345467985,82,0.11,66258,0.043,0.373,0.14,0.85,0.047,0.17,1355,0.54,0.61,0.031,0.078
0.65,B,0.5306666666666666,78.2,0.09,50880,0.373,0.213,0.21899999999999997,0.8,0.02,0.06,1686,0.48,0.61,0.043,0.114
0.402,C,0.1574227893981726,80.4,0.13,63606,0.003,0.129,0.23,0.85,0.543,0.17,914,0.47,0.71,0.034,0.129
0.5770000000000001,A,0.7130589760207389,82,0.08,62030,0.7,0.228,0.22,0.77,0.012,0.05,5356,0.59,0.68,0.024,0.09
0.653,A,0.4024648301265723,81.9,0.08,64151,0.16899999999999998,0.126,0.165,0.78,0.032,0.06,1464,0.67,0.87,0.019,0.158
0.287,D,0.6800094184129974,76,0.16,41425,0.613,0.163,0.264,0.69,0.307,0.18,2144,0.45,0.45,0.034,0.241
0.5529999999999999,A,0.643246854470549,79.1,0.11,59617,1,0.254,0.173,0.77,0.012,0.11,3047,0.5,0.6,0.03,0.105
0.7140000000000001,B,0.4812858995738373,79,0.12,65615,0.726,0.271,0.154,0.75,0.14900000000000002,0.08,1140,0.56,0.62,0.04,0.124
0.6779999999999999,A,0.6386313284647576,80,0.06,86436,0.518,0.152,0.256,0.87,0.01,0.04,2082,0.55,0.7,0.034,0.05599999999999999
